=== A1_数量表 ===
Item ID,总销量,总取消数,总退货数(无平台介入),总退货数(平台介入),总退货数(平台强制退款),强制退货(仅退款),净销售
364457827661,8.0,0.0,0.0,0.0,0,0,8.0
364457834905,2.0,0.0,0.0,0.0,0,0,2.0
364457844527,2.0,0.0,0.0,0.0,0,0,2.0
364457847392,2.0,0.0,0.0,0.0,0,0,2.0
364457847499,9.0,0.0,0.0,0.0,0,0,9.0
364457847810,2.0,0.0,0.0,0.0,0,0,2.0
364457857984,2.0,0.0,0.0,0.0,0,0,2.0
364457860470,13.0,0.0,1.0,0.0,0,0,12.7
364474844263,2.0,0.0,0.0,0.0,0,0,2.0
364474854714,1.0,0.0,0.0,0.0,0,0,1.0
364474878004,2.0,0.0,0.0,0.0,0,0,2.0
364474900021,2.0,0.0,0.0,0.0,0,0,2.0
364474903206,1.0,0.0,0.0,0.0,0,0,1.0
364474959364,2.0,0.0,0.0,0.0,0,0,2.0
364474968496,1.0,0.0,0.0,0.0,0,0,1.0
364474984524,1.0,0.0,0.0,0.0,0,0,1.0
364475007052,1.0,0.0,0.0,0.0,0,0,1.0
364475031157,1.0,0.0,0.0,0.0,0,0,1.0
364476931594,2.0,0.0,0.0,0.0,0,0,2.0
364478673821,1.0,0.0,0.0,0.0,0,0,1.0
364478695014,2.0,0.0,0.0,0.0,0,0,2.0
364478706903,1.0,0.0,0.0,0.0,0,0,1.0
364478801075,1.0,0.0,0.0,0.0,0,0,1.0
364478832115,1.0,0.0,0.0,0.0,0,0,1.0
364480485668,2.0,0.0,0.0,0.0,0,0,2.0
364480487021,6.0,0.0,0.0,0.0,0,0,6.0
364480509676,3.0,0.0,0.0,0.0,0,0,3.0
364489221090,3.0,0.0,0.0,0.0,0,0,3.0
364489227885,2.0,0.0,0.0,0.0,0,0,2.0
364489231379,5.0,0.0,0.0,0.0,0,0,5.0
364489246049,1.0,0.0,0.0,0.0,0,0,1.0
364489257389,1.0,0.0,0.0,0.0,0,0,1.0
364489265485,7.0,2.0,0.0,0.0,0,0,5.0
364489273740,1.0,0.0,0.0,0.0,0,0,1.0
364489279807,3.0,0.0,0.0,0.0,0,0,3.0
364489291352,5.0,0.0,0.0,1.0,0,0,4.5
364489296396,1.0,0.0,0.0,0.0,0,0,1.0
364489303362,1.0,0.0,0.0,0.0,0,0,1.0
364489305320,3.0,0.0,0.0,0.0,0,0,3.0
364489339534,2.0,0.0,0.0,0.0,0,0,2.0
364489364482,1.0,0.0,0.0,0.0,0,0,1.0
364515531267,1.0,0.0,0.0,0.0,0,0,1.0
364517006130,3.0,0.0,0.0,0.0,0,0,3.0
364517010930,1.0,0.0,0.0,0.0,0,0,1.0
364518067987,1.0,0.0,0.0,0.0,0,0,1.0
364518253065,5.0,0.0,0.0,0.0,0,0,5.0
364518276385,1.0,0.0,0.0,0.0,0,0,1.0
364518277078,7.0,0.0,0.0,0.0,0,0,7.0
364518284724,13.0,1.0,0.0,0.0,0,0,12.0
364518290555,4.0,0.0,0.0,0.0,0,0,4.0
364518292707,2.0,0.0,0.0,0.0,0,0,2.0
364518299240,2.0,0.0,0.0,0.0,0,0,2.0
364518309150,2.0,0.0,0.0,0.0,0,0,2.0
364518319967,1.0,0.0,0.0,0.0,0,0,1.0
364518352525,2.0,0.0,0.0,0.0,0,0,2.0
364518352650,1.0,0.0,0.0,0.0,0,0,1.0
364518377693,3.0,1.0,0.0,0.0,0,0,2.0
364518381711,1.0,0.0,0.0,0.0,0,0,1.0
364518381984,1.0,0.0,0.0,0.0,0,0,1.0
364518397673,1.0,0.0,0.0,0.0,0,0,1.0
364518398354,10.0,0.0,0.0,0.0,0,0,10.0
364518398626,2.0,0.0,0.0,0.0,0,0,2.0
364518427856,1.0,0.0,0.0,0.0,0,0,1.0
364518443817,1.0,0.0,0.0,0.0,0,0,1.0
364518449501,1.0,0.0,0.0,0.0,0,0,1.0
364518495326,2.0,0.0,0.0,0.0,0,0,2.0
364518495900,3.0,0.0,0.0,0.0,0,0,3.0
364518496299,7.0,0.0,0.0,0.0,0,0,7.0
364518496767,4.0,0.0,0.0,0.0,0,0,4.0
364518514272,1.0,0.0,0.0,0.0,0,0,1.0
364518514467,2.0,0.0,0.0,0.0,0,0,2.0
364518520338,1.0,0.0,0.0,0.0,0,0,1.0
364518575065,4.0,0.0,0.0,0.0,0,0,4.0
364523880584,1.0,0.0,0.0,0.0,0,0,1.0
364523883669,1.0,0.0,0.0,0.0,0,0,1.0
364525583665,1.0,0.0,0.0,0.0,0,0,1.0
364527103298,2.0,0.0,0.0,0.0,0,0,2.0
364532053014,1.0,0.0,0.0,0.0,0,0,1.0
364532053849,3.0,0.0,0.0,0.0,0,0,3.0
364534989513,3.0,0.0,0.0,0.0,0,0,3.0
364538318737,1.0,0.0,0.0,0.0,0,0,1.0
364538325909,1.0,0.0,0.0,0.0,0,0,1.0
364542639221,8.0,0.0,0.0,0.0,0,0,8.0
364542646362,3.0,0.0,0.0,0.0,0,0,3.0
364542647534,4.0,0.0,0.0,0.0,0,0,4.0
364542655528,1.0,0.0,0.0,0.0,0,0,1.0
364542657544,2.0,0.0,0.0,0.0,0,0,2.0
364542657797,2.0,0.0,0.0,0.0,0,0,2.0
364546074428,3.0,1.0,0.0,0.0,0,0,2.0
364546088349,2.0,0.0,0.0,0.0,0,0,2.0
364546091681,1.0,0.0,0.0,0.0,0,0,1.0
364546097500,2.0,0.0,0.0,0.0,0,0,2.0
364546099796,1.0,0.0,0.0,0.0,0,0,1.0
364551629372,1.0,0.0,0.0,0.0,0,0,1.0
364552823513,2.0,0.0,0.0,0.0,0,0,2.0
364559349160,2.0,0.0,0.0,0.0,0,0,2.0
364559378656,1.0,0.0,0.0,0.0,0,0,1.0
364559381898,7.0,1.0,0.0,0.0,0,0,6.0
364559398795,6.0,0.0,1.0,0.0,0,0,5.7
364559402977,3.0,0.0,0.0,0.0,0,0,3.0
364559409277,3.0,0.0,0.0,0.0,0,0,3.0
364564030423,3.0,0.0,0.0,0.0,0,0,3.0
364592608632,1.0,0.0,0.0,0.0,0,0,1.0
364616837859,4.0,0.0,0.0,0.0,0,0,4.0
364616973826,1.0,0.0,0.0,0.0,0,0,1.0
364625592958,2.0,0.0,0.0,0.0,0,0,2.0
364625613906,1.0,0.0,0.0,0.0,0,0,1.0
364625626069,2.0,1.0,0.0,0.0,0,0,1.0
364625627437,7.0,1.0,0.0,0.0,0,0,6.0
364625702983,7.0,0.0,0.0,0.0,0,0,7.0
364625705455,7.0,0.0,0.0,0.0,0,0,7.0
364625719961,10.0,0.0,1.0,0.0,0,0,9.7
364625723088,2.0,0.0,0.0,0.0,0,0,2.0
364628675621,1.0,0.0,0.0,0.0,0,0,1.0
364628880424,3.0,0.0,0.0,0.0,0,0,3.0
364632026672,28.0,0.0,1.0,0.0,0,0,27.7
364632051199,3.0,0.0,0.0,0.0,0,0,3.0
364632051377,1.0,0.0,0.0,0.0,0,0,1.0
364632056119,1.0,0.0,0.0,0.0,0,0,1.0
364632057773,3.0,0.0,0.0,0.0,0,0,3.0
364632085857,2.0,0.0,0.0,0.0,0,0,2.0
364632086170,18.0,0.0,0.0,0.0,0,0,18.0
364632087554,2.0,0.0,0.0,0.0,0,0,2.0
364632910845,1.0,0.0,0.0,0.0,0,0,1.0
364632911281,8.0,0.0,0.0,0.0,0,0,8.0
364632943936,1.0,0.0,0.0,0.0,0,0,1.0
364632944475,4.0,0.0,0.0,0.0,0,0,4.0
364636936536,1.0,0.0,0.0,0.0,0,0,1.0
364636948273,1.0,0.0,0.0,0.0,0,0,1.0
364636949593,1.0,0.0,0.0,0.0,0,0,1.0
364637332989,9.0,1.0,0.0,0.0,0,0,8.0
364637334180,7.0,0.0,0.0,0.0,0,0,7.0
364639623799,1.0,0.0,0.0,0.0,0,0,1.0
364642612479,1.0,0.0,0.0,0.0,0,0,1.0
364642770519,3.0,0.0,0.0,0.0,0,0,3.0
364642774030,11.0,0.0,0.0,0.0,0,0,11.0
364643842983,3.0,0.0,0.0,0.0,0,0,3.0
364643866278,1.0,0.0,0.0,0.0,0,0,1.0
364645103779,2.0,0.0,0.0,0.0,0,0,2.0
364645115727,2.0,0.0,0.0,0.0,0,0,2.0
364645127182,2.0,0.0,0.0,0.0,0,0,2.0
364646413996,14.0,0.0,0.0,0.0,0,0,14.0
364646991746,1.0,0.0,0.0,0.0,0,0,1.0
364651678645,4.0,0.0,0.0,0.0,0,0,4.0
364665513858,2.0,0.0,0.0,0.0,0,0,2.0
364665514590,2.0,0.0,0.0,0.0,0,0,2.0
364665523961,3.0,0.0,0.0,0.0,0,0,3.0
364665534040,1.0,0.0,0.0,0.0,0,0,1.0
364665534226,1.0,0.0,0.0,0.0,0,0,1.0
364665549986,1.0,0.0,0.0,0.0,0,0,1.0
364667537345,3.0,0.0,0.0,0.0,0,0,3.0
364671376853,3.0,0.0,0.0,0.0,0,0,3.0
364717677267,1.0,0.0,0.0,0.0,0,0,1.0
364717677269,2.0,1.0,0.0,0.0,0,0,1.0
364717677287,1.0,0.0,0.0,0.0,0,0,1.0
364717677307,4.0,1.0,0.0,0.0,0,0,3.0
364717677315,7.0,0.0,0.0,0.0,0,0,7.0
364717677316,1.0,0.0,0.0,0.0,0,0,1.0
364717677330,1.0,0.0,0.0,0.0,0,0,1.0
364717677334,4.0,0.0,0.0,0.0,0,0,4.0
364717677342,1.0,0.0,0.0,0.0,0,0,1.0
364717677347,2.0,0.0,0.0,0.0,0,0,2.0
364717677370,1.0,0.0,0.0,0.0,0,0,1.0
364717677371,1.0,0.0,0.0,0.0,0,0,1.0
364717677389,1.0,0.0,0.0,0.0,0,0,1.0
364717677405,1.0,0.0,0.0,0.0,0,0,1.0
364717677409,2.0,0.0,0.0,0.0,0,0,2.0
364717677424,1.0,0.0,0.0,0.0,0,0,1.0
364717677430,1.0,0.0,0.0,0.0,0,0,1.0
364717677443,1.0,0.0,0.0,0.0,0,0,1.0
364717677456,22.0,0.0,1.0,0.0,0,0,21.7
364717677468,4.0,1.0,0.0,0.0,0,0,3.0
364717677470,1.0,0.0,0.0,0.0,0,0,1.0
364717677476,3.0,0.0,0.0,0.0,0,0,3.0
364717679498,2.0,0.0,0.0,0.0,0,0,2.0
364717679522,1.0,0.0,0.0,0.0,0,0,1.0
364717679539,4.0,0.0,0.0,0.0,0,0,4.0
364717679550,18.0,1.0,0.0,0.0,0,0,17.0
364717679559,1.0,0.0,0.0,0.0,0,0,1.0
364717679595,1.0,0.0,0.0,0.0,0,0,1.0
364717679596,1.0,0.0,0.0,0.0,0,0,1.0
364717679600,5.0,0.0,0.0,0.0,0,0,5.0
364717679605,6.0,0.0,0.0,0.0,0,0,6.0
364717679619,1.0,0.0,0.0,0.0,0,0,1.0
364717679625,4.0,0.0,0.0,0.0,0,0,4.0
364717679627,1.0,0.0,0.0,0.0,0,0,1.0
364717679631,4.0,0.0,0.0,0.0,0,0,4.0
364717679632,2.0,0.0,0.0,0.0,0,0,2.0
364717679635,1.0,0.0,0.0,0.0,0,0,1.0
364717679640,3.0,0.0,0.0,0.0,0,0,3.0
364717679649,4.0,0.0,0.0,0.0,0,0,4.0
364717679653,1.0,0.0,0.0,0.0,0,0,1.0
364717679657,1.0,0.0,0.0,0.0,0,0,1.0
364717679668,1.0,0.0,0.0,0.0,0,0,1.0
364717679684,2.0,0.0,0.0,0.0,0,0,2.0
364717679685,2.0,1.0,0.0,0.0,0,0,1.0
364717681297,1.0,0.0,0.0,0.0,0,0,1.0
364717681317,1.0,0.0,0.0,0.0,0,0,1.0
364717681322,4.0,0.0,0.0,0.0,0,0,4.0
364717681323,2.0,0.0,0.0,0.0,0,0,2.0
364717681336,1.0,0.0,0.0,0.0,0,0,1.0
364717681349,1.0,0.0,0.0,0.0,0,0,1.0
364717681361,1.0,0.0,0.0,0.0,0,0,1.0
364717681373,2.0,0.0,0.0,0.0,0,0,2.0
364717681375,1.0,0.0,0.0,0.0,0,0,1.0
364717681389,1.0,0.0,0.0,0.0,0,0,1.0
364717681391,2.0,1.0,0.0,0.0,0,0,1.0
364717681400,2.0,0.0,0.0,0.0,0,0,2.0
364717681404,1.0,0.0,0.0,0.0,0,0,1.0
364717681418,1.0,0.0,0.0,0.0,0,0,1.0
364717681439,1.0,0.0,0.0,0.0,0,0,1.0
364717681447,1.0,0.0,0.0,0.0,0,0,1.0
364717681450,4.0,0.0,0.0,0.0,0,0,4.0
364717681482,1.0,0.0,0.0,0.0,0,0,1.0
364717681498,1.0,0.0,0.0,0.0,0,0,1.0
364717682662,1.0,0.0,0.0,0.0,0,0,1.0
364717682678,1.0,0.0,0.0,0.0,0,0,1.0
364717682686,1.0,0.0,0.0,0.0,0,0,1.0
364717682701,2.0,0.0,0.0,0.0,0,0,2.0
364717682702,2.0,0.0,0.0,0.0,0,0,2.0
364717682725,1.0,0.0,0.0,0.0,0,0,1.0
364717682750,2.0,0.0,0.0,0.0,0,0,2.0
364717682763,1.0,0.0,0.0,0.0,0,0,1.0
364717682765,1.0,0.0,0.0,0.0,0,0,1.0
364717682790,1.0,0.0,0.0,0.0,0,0,1.0
364717682834,3.0,0.0,0.0,0.0,0,0,3.0
364717682836,1.0,0.0,0.0,0.0,0,0,1.0
364717682838,1.0,0.0,0.0,0.0,0,0,1.0
364717682840,1.0,0.0,0.0,0.0,0,0,1.0
364717682844,1.0,0.0,0.0,0.0,0,0,1.0
364717683123,1.0,0.0,0.0,0.0,0,0,1.0
364717683134,1.0,0.0,0.0,0.0,0,0,1.0
364717683157,1.0,0.0,0.0,0.0,0,0,1.0
364717683168,1.0,0.0,0.0,0.0,0,0,1.0
364717683191,1.0,0.0,0.0,0.0,0,0,1.0
364717683196,2.0,0.0,0.0,0.0,0,0,2.0
364717683226,1.0,0.0,0.0,0.0,0,0,1.0
364717683231,1.0,0.0,0.0,0.0,0,0,1.0
364717683247,2.0,0.0,0.0,0.0,0,0,2.0
364717683248,3.0,0.0,0.0,0.0,0,0,3.0
364717683258,1.0,0.0,0.0,0.0,0,0,1.0
364717683264,1.0,0.0,0.0,0.0,0,0,1.0
364717683266,1.0,0.0,0.0,0.0,0,0,1.0
364717683279,1.0,0.0,0.0,0.0,0,0,1.0
364717683292,1.0,0.0,0.0,0.0,0,0,1.0
364717683299,1.0,0.0,0.0,0.0,0,0,1.0
364717683301,1.0,0.0,0.0,0.0,0,0,1.0
364717683307,1.0,0.0,0.0,0.0,0,0,1.0
364717683308,1.0,0.0,0.0,0.0,0,0,1.0
364717717788,1.0,0.0,0.0,0.0,0,0,1.0
364717726600,1.0,0.0,0.0,0.0,0,0,1.0
364717727067,1.0,0.0,0.0,0.0,0,0,1.0
364717742690,1.0,0.0,0.0,0.0,0,0,1.0
364717742728,10.0,0.0,1.0,0.0,0,0,9.7
364717742774,1.0,0.0,0.0,0.0,0,0,1.0
364717743100,10.0,0.0,0.0,0.0,0,0,10.0
364717757260,6.0,0.0,0.0,0.0,0,0,6.0
364723054985,1.0,0.0,0.0,0.0,0,0,1.0
364723065459,6.0,0.0,0.0,0.0,0,0,6.0
364723108339,3.0,0.0,0.0,0.0,0,0,3.0
364723127157,1.0,0.0,0.0,0.0,0,0,1.0
364723215431,3.0,0.0,0.0,0.0,0,0,3.0
364723218615,2.0,0.0,0.0,0.0,0,0,2.0
364723222942,11.0,0.0,0.0,0.0,0,0,11.0
364724874509,1.0,0.0,0.0,0.0,0,0,1.0
364724955949,1.0,0.0,0.0,0.0,0,0,1.0
364724962920,1.0,0.0,0.0,0.0,0,0,1.0
364724962925,1.0,0.0,0.0,0.0,0,0,1.0
364724964222,2.0,0.0,1.0,0.0,0,0,1.7
364724983151,9.0,0.0,0.0,0.0,0,0,9.0
364724991609,2.0,0.0,0.0,0.0,0,0,2.0
364724998711,4.0,0.0,0.0,0.0,0,0,4.0
364725005561,1.0,0.0,0.0,0.0,0,0,1.0
364725005669,1.0,0.0,0.0,0.0,0,0,1.0
364725005862,1.0,0.0,0.0,0.0,0,0,1.0
364725011771,1.0,0.0,0.0,0.0,0,0,1.0
364725011962,6.0,0.0,0.0,0.0,0,0,6.0
364725013291,2.0,0.0,1.0,0.0,0,0,1.7
364725018405,1.0,0.0,0.0,0.0,0,0,1.0
364725018495,2.0,0.0,0.0,0.0,0,0,2.0
364725024012,1.0,0.0,0.0,0.0,0,0,1.0
364725024125,1.0,0.0,0.0,0.0,0,0,1.0
364725033257,4.0,0.0,0.0,0.0,0,0,4.0
364725033355,4.0,0.0,0.0,0.0,0,0,4.0
364727554173,1.0,0.0,0.0,0.0,0,0,1.0
364761858685,1.0,0.0,0.0,0.0,0,0,1.0
364761858704,1.0,0.0,0.0,0.0,0,0,1.0
364761858736,2.0,0.0,0.0,0.0,0,0,2.0
364765737567,2.0,0.0,0.0,0.0,0,0,2.0
364769380705,1.0,0.0,0.0,0.0,0,0,1.0
364769381448,3.0,0.0,0.0,0.0,0,0,3.0
364769385851,1.0,0.0,0.0,0.0,0,0,1.0
364769409085,1.0,0.0,0.0,0.0,0,0,1.0
364769409368,1.0,0.0,0.0,0.0,0,0,1.0
364769409952,3.0,0.0,0.0,0.0,0,0,3.0
364769423622,1.0,0.0,0.0,0.0,0,0,1.0
364769423763,1.0,0.0,0.0,0.0,0,0,1.0
364769423951,1.0,0.0,0.0,0.0,0,0,1.0
364769436102,1.0,0.0,0.0,0.0,0,0,1.0
364775228634,1.0,0.0,0.0,0.0,0,0,1.0
364776979134,2.0,0.0,0.0,0.0,0,0,2.0
364776979789,1.0,0.0,0.0,0.0,0,0,1.0
364776985669,1.0,0.0,0.0,0.0,0,0,1.0
364776999909,3.0,0.0,0.0,1.0,0,0,2.5
364802818997,3.0,1.0,0.0,0.0,0,0,2.0
364846039445,15.0,0.0,0.0,0.0,0,0,15.0
364846040441,5.0,0.0,0.0,0.0,0,0,5.0
364846040855,1.0,0.0,0.0,0.0,0,0,1.0
364874529073,1.0,0.0,0.0,0.0,0,0,1.0
364874537627,1.0,0.0,0.0,0.0,0,0,1.0
364874543694,3.0,0.0,0.0,0.0,0,0,3.0
364886555235,1.0,0.0,0.0,0.0,0,0,1.0
364886559522,2.0,0.0,0.0,0.0,0,0,2.0
364895025154,1.0,0.0,0.0,0.0,0,0,1.0
364899061504,1.0,0.0,0.0,0.0,0,0,1.0
364899103094,1.0,0.0,0.0,0.0,0,0,1.0
364899103775,5.0,0.0,0.0,0.0,0,0,5.0
364899104166,3.0,1.0,0.0,0.0,0,0,2.0
364899126323,1.0,0.0,0.0,0.0,0,0,1.0
364899128217,1.0,0.0,0.0,0.0,0,0,1.0
364899128619,1.0,0.0,0.0,0.0,0,0,1.0
364899139160,3.0,0.0,0.0,0.0,0,0,3.0
364899140227,1.0,0.0,0.0,0.0,0,0,1.0
364899485658,7.0,0.0,0.0,0.0,0,0,7.0
364899495864,1.0,0.0,0.0,0.0,0,0,1.0
364899495982,4.0,0.0,0.0,0.0,0,0,4.0
364899496342,4.0,0.0,1.0,0.0,0,0,3.7
364899496527,1.0,0.0,0.0,0.0,0,0,1.0
364899496868,8.0,0.0,0.0,0.0,0,0,8.0
364899497377,6.0,0.0,0.0,0.0,0,0,6.0
364899498270,11.0,0.0,1.0,0.0,0,0,10.7
364899498511,6.0,1.0,0.0,0.0,0,0,5.0
364909358423,3.0,0.0,0.0,0.0,0,0,3.0
364924103055,2.0,0.0,0.0,0.0,0,0,2.0
364927935169,1.0,0.0,0.0,0.0,0,0,1.0
364927977345,2.0,0.0,0.0,0.0,0,0,2.0
364931501726,1.0,0.0,0.0,0.0,0,0,1.0
364931524321,1.0,0.0,0.0,0.0,0,0,1.0
364931524436,1.0,0.0,0.0,0.0,0,0,1.0
364931570564,10.0,0.0,0.0,0.0,0,0,10.0
364931572574,2.0,0.0,0.0,0.0,0,0,2.0
364931575568,1.0,0.0,0.0,0.0,0,0,1.0
364931577878,1.0,0.0,0.0,0.0,0,0,1.0
364931579487,1.0,0.0,0.0,0.0,0,0,1.0
364931617369,2.0,0.0,0.0,0.0,0,0,2.0
364931617600,1.0,0.0,0.0,0.0,0,0,1.0
364931617949,1.0,0.0,0.0,0.0,0,0,1.0
364931618109,4.0,1.0,0.0,0.0,0,0,3.0
364942532456,1.0,0.0,0.0,0.0,0,0,1.0
364942651651,1.0,0.0,0.0,0.0,0,0,1.0
364967378163,1.0,0.0,0.0,0.0,0,0,1.0
364967397972,5.0,1.0,0.0,0.0,0,0,4.0
364969540369,1.0,0.0,0.0,0.0,0,0,1.0
364969548261,1.0,0.0,0.0,0.0,0,0,1.0
364983780685,2.0,0.0,0.0,0.0,0,0,2.0
364983786000,1.0,0.0,0.0,0.0,0,0,1.0
364983798537,2.0,0.0,1.0,0.0,0,0,1.7
364985404258,4.0,0.0,0.0,0.0,0,0,4.0
364985405873,4.0,1.0,0.0,0.0,0,0,3.0
364985433969,3.0,0.0,0.0,0.0,0,0,3.0
365024592158,4.0,0.0,0.0,0.0,0,0,4.0
365108416441,1.0,0.0,0.0,0.0,0,0,1.0
365108418662,2.0,0.0,0.0,0.0,0,0,2.0
365142652835,1.0,0.0,0.0,0.0,0,0,1.0
365198804749,2.0,0.0,0.0,0.0,0,0,2.0
365198809694,1.0,0.0,0.0,0.0,0,0,1.0
365198817505,1.0,0.0,0.0,0.0,0,0,1.0
365198842316,2.0,0.0,0.0,0.0,0,0,2.0
365198856663,2.0,0.0,0.0,0.0,0,0,2.0
365198858661,1.0,0.0,0.0,0.0,0,0,1.0
365198859856,1.0,0.0,0.0,0.0,0,0,1.0
365198877493,3.0,0.0,0.0,0.0,0,0,3.0
365198881884,1.0,0.0,0.0,0.0,0,0,1.0
365204117547,1.0,0.0,0.0,0.0,0,0,1.0
365204117739,2.0,0.0,0.0,0.0,0,0,2.0
365204117858,4.0,0.0,0.0,0.0,0,0,4.0
365204120302,1.0,0.0,0.0,0.0,0,0,1.0
365204135531,2.0,0.0,0.0,0.0,0,0,2.0
365204135956,1.0,0.0,0.0,0.0,0,0,1.0
365204136252,1.0,0.0,0.0,0.0,0,0,1.0
365204137069,2.0,0.0,0.0,0.0,0,0,2.0
365204138076,5.0,0.0,0.0,0.0,0,0,5.0
365204138492,5.0,0.0,0.0,0.0,0,0,5.0
365204139067,3.0,0.0,1.0,0.0,0,0,2.7
365204139274,2.0,0.0,0.0,0.0,0,0,2.0
365204151671,1.0,0.0,0.0,0.0,0,0,1.0
365204151882,1.0,0.0,0.0,0.0,0,0,1.0
365204152176,1.0,0.0,0.0,0.0,0,0,1.0
365204156812,1.0,0.0,0.0,0.0,0,0,1.0
365204157074,3.0,0.0,0.0,0.0,0,0,3.0
365204157235,9.0,1.0,0.0,0.0,0,0,8.0
365292654654,1.0,0.0,0.0,0.0,0,0,1.0
365292655375,3.0,0.0,0.0,0.0,0,0,3.0
365292655596,2.0,0.0,0.0,0.0,0,0,2.0
365292656149,2.0,0.0,0.0,0.0,0,0,2.0
365292656229,9.0,0.0,0.0,0.0,0,0,9.0
365292702004,2.0,0.0,0.0,0.0,0,0,2.0
365315078522,2.0,0.0,0.0,0.0,0,0,2.0
365315081483,1.0,0.0,0.0,0.0,0,0,1.0
365315155211,1.0,0.0,0.0,0.0,0,0,1.0
365766938772,2.0,0.0,0.0,0.0,0,0,2.0
365818711328,1.0,0.0,0.0,0.0,0,0,1.0
366091941578,4.0,1.0,0.0,0.0,0,0,3.0
366122832168,1.0,0.0,0.0,0.0,0,0,1.0
366122833129,1.0,0.0,0.0,0.0,0,0,1.0
366122833137,1.0,0.0,0.0,0.0,0,0,1.0
366122833237,1.0,0.0,0.0,0.0,0,0,1.0
403302982699,6.0,0.0,0.0,0.0,0,0,6.0
403303063084,49.0,1.0,0.0,0.0,0,0,48.0
403303064335,6.0,0.0,0.0,0.0,0,0,6.0
403303078339,9.0,0.0,0.0,0.0,0,0,9.0
403303093349,4.0,0.0,0.0,0.0,0,0,4.0
403303094314,11.0,0.0,0.0,0.0,0,0,11.0
